UserId,Location,Age
27717,"dallas, texas, usa",25.0
20764,"surrey, british columbia, canada",
74534,"dallas, texas, usa",
36551,"mundelein, illinois, usa",52.0
47659,"hampton, virginia, usa",
83306,"metairie, louisiana, usa",
79543,"mississauga, ontario, canada",
1807,"augusta, maine, usa",
89800,"northboro, massachusetts, usa",64.0
34559,"la puente, california, usa",17.0
9703,"miami, florida, usa",47.0
56161,"helsinki, etela suomi, finland",54.0
27,"port coquitlam, british columbia, canada",33.0
4294,"moline, illinois, usa",
11526,"mesquite, texas, usa",
46011,"hamburg, hamburg, germany",43.0
34909,"seattle, washington, usa",25.0
44551,"chicago, illinois, usa",24.0
7508,"renteria, guipuzcoa, spain",18.0
68947,"molalla, oregon, usa",
61782,"bridgeport, connecticut, usa",12.0
64116,"orlando, florida, usa",18.0
53455,"san antonio, texas, usa",13.0
75672,"toronto, ontario, canada",24.0
53792,"braintree, massachusetts, usa",
58024,"badajoz, badajoz, spain",26.0
754,"kelowna, british columbia, canada",58.0
65066,"newton, new jersey, usa",17.0
91080,"san francisco, california, usa",26.0
78907,"sydney, new south wales, australia",23.0
75459,"portland, oregon, usa",
14678,"jefferson, new hampshire, usa",52.0
51167,"bel nor, missouri, usa",45.0
12703,"forest grove, oregon, usa",
3909,"madison heights, michigan, usa",
26932,"dateland, arizona, usa",
7273,"co springs, colorado, usa",21.0
26647,"jerusalem, israel, israel",41.0
83865,"pittsburgh, pennsylvania, usa",
21864,"corona, california, usa",
61922,"sebastopol, california, usa",
30680,"bristol, england, united kingdom",19.0
23632,"jacksonville, florida, usa",
64863,"jamaica plain, massachusetts, usa",
2378,"quesnel, british columbia, canada",50.0
19197,"new york, new york, usa",
7834,"minneapolis, minnesota, usa",52.0
80745,"markham, ontario, canada",32.0
54764,"bonita, california, usa",
25444,"boston, massachusetts,",
46070,"berlin, berlin, germany",27.0
46867,"san diego, n/a, usa",
47620,"newcastle upon tyne, tyne and wear, united kingdom",32.0
57853,"chillicothe, missouri, usa",
64560,"chicago, illinois, usa",32.0
29389,"loveland, colorado, usa",35.0
61236,"due west, south carolina, usa",
54521,"fairplay, colorado, usa",33.0
5798,"charlotte, north carolina, usa",
61455,"geretsried, bayern, germany",24.0
12441,"nashua, new hampshire, usa",38.0
26368,"minneapolis, minnesota, usa",0.0
69480,"san diego, california, usa",
86711,"salt lake city, utah, usa",23.0
48165,"huntsville, alabama, usa",
8392,"n/a, maryland, usa",
67096,"birmingham, alabama, usa",29.0
60487,"huntsville, alabama, usa",
2948,"narberth, pennsylvania, usa",29.0
21969,"portland, oregon, usa",
891,"seattle, washington, usa",
82960,"danville, california, usa",
43478,"calgary, alberta, canada",
40923,"port coquitlam, british columbia,",
17294,"fort myers, florida, usa",43.0
35653,"smyrna, georgia, usa",
51619,"sebastopol, california, usa",
74021,"omaha, nebraska, usa",34.0
76580,"middletown, connecticut, usa",27.0
61404,"mitcham, victoria, australia",51.0
756,"austin, texas, usa",25.0
28804,"leon, n/a, spain",23.0
57173,"swarthmore, pennsylvania, usa",
88230,"dunedin, otago, new zealand",
21852,"christchurch, canterbury, new zealand",13.0
81131,"tucson, arizona, usa",
88818,"las palmas de gran canaria, las palmas, spain",23.0
6216,"rowland heights, california, usa",65.0
17669,"sacramento, california, usa",35.0
69572,"duncan, british columbia, canada",39.0
81032,"shenzhen, guangdong, china",
8957,"toronto, ontario, canada",
43024,"winchester, kentucky, usa",54.0
91711,"watertown, massachusetts, usa",
51794,"madrid, madrid, spain",25.0
84836,"fairford, england, united kingdom",
43998,"north myrtle beach, south carolina, usa",61.0
89953,"toronto, ontario, canada",
83886,"toronto, ontario, canada",19.0
24908,"santa rosa, california, usa",
79664,"fremont, , usa",
25019,"cary, illinois,",
348,"celebration, florida, usa",
8796,"saskatoon, saskatchewan, canada",
27238,"yarmouth, nova scotia, canada",
85855,"wiesbaden, hessen, germany",
22823,"lacey, washington, usa",29.0
25211,"anacortes, washington, usa",
3755,"tamms, illinois, usa",46.0
76612,"torrance, california, usa",59.0
33881,"edmonton, alberta, canada",18.0
42614,"vancouver, bc, lkjlj",
89374,"chardon, ohio, usa",43.0
40468,"berkeley heights, new jersey, usa",53.0
59015,"manila, ncr, philippines",23.0
2114,"n/a, otago, new zealand",
5457,"ann arbor, michigan, usa",34.0
4771,"east lansing, michigan, usa",61.0
67871,"berlin, berlin, germany",34.0
32309,"bookland, england, united kingdom",26.0
10128,"cary, north carolina, usa",28.0
62050,"san diego, california, usa",52.0
79978,"saginaw, michigan, usa",15.0
57057,"lexington park, maryland, usa",36.0
72179,"littleton, colorado, usa",54.0
58837,"moneta, virginia, usa",
38368,"santa cruz, california, usa",43.0
58544,"toronto, ontario, canada",
66837,"san francisco, california, usa",
72392,"bethesda/washington dc metro area, maryland, usa",
22793,"three hills, alberta, canada",
47083,"binghamton, ,",
50506,"durham, connecticut, usa",16.0
54048,"brick, new jersey, usa",15.0
77821,"torres de la alameda, madrid, spain",35.0
63143,"chicago, illinois, usa",46.0
87514,"tampere, pirkanmaa, finland",26.0
83663,"kill devils hills, ,",62.0
64680,"north bend, washington, usa",32.0
17958,"reno, nevada, usa",32.0
24942,"baltimore, maryland, usa",
90741,"oakland, california, usa",34.0
48721,"hobart, tasmania, australia",29.0
77029,"kuala lumpur, kuala lumpur, malaysia",28.0
61710,"berwyn, illinois, usa",31.0
91626,"strathfield, new south wales, australia",25.0
12355,"lincoln, nebraska, usa",64.0
81826,"toronto, ontario, canada",69.0
56728,"albany, california, usa",29.0
13372,"aztec, new mexico, usa",40.0
38289,"meerbusch, nordrhein-westfalen, germany",
71662,"university place, washington, usa",
62624,"recife, pernambuco, brazil",26.0
82583,"grand junction, colorado, usa",
9725,"portland, oregon, usa",47.0
17368,"aschaffenburg, bayern, germany",20.0
66955,"mississauga, ,",
76787,"toledo, ohio,",22.0
34921,"st george, utah, usa",
54983,"selden, new york, usa",50.0
55361,"albuquerque, new mexico, usa",10.0
88551,"almonte, ontario, canada",38.0
33955,"san mateo, ,",
63851,"belleville, illinois, usa",35.0
41627,"heidelberg, baden-wuerttemberg, germany",28.0
18136,"bartlesville, oklahoma, usa",
22299,"marion, indiana, usa",
53669,"richmond, indiana, usa",9.0
2227,"yakima, washington, usa",
65938,"houston, texas,",
24053,"seattle, washington, usa",53.0
54117,"padova, veneto, italy",
10213,"motril, andalucia, spain",
86222,"buckeye, arizona, usa",23.0
72244,"whitby, ontario, canada",41.0
70118,"chicago, illinois, usa",33.0
73838,"williamsport, pennsylvania, usa",18.0
39751,"corunna, ontario, canada",14.0
21762,"monmouth junction, new jersey, usa",
38161,"westmount, quebec, canada",13.0
77026,"saskatoon, saskatchewan, canada",24.0
11752,"annapolis, maryland, usa",53.0
1374,"portland, oregon, usa",
43325,"granger, indiana, usa",
9661,"paris, ile de france, france",27.0
37162,"memphis, tennessee, usa",38.0
83834,"kewaskum, wisconsin, usa",51.0
4834,"hamburg, hamburg, germany",26.0
19346,"louisville, kentucky, usa",
58400,"los angeles, california, usa",
24470,"atlanta, georgia, usa",31.0
48882,"crots, france, france",51.0
43237,"vancouver, british columbia, canada",29.0
13112,"london, n/a, united kingdom",26.0
51433,"christchurch, england, united kingdom",33.0
57689,"karlsruhe, baden-wuerttemberg, germany",
11416,"nutley, new jersey,",17.0
15338,"pine knoll shores, north carolina, usa",55.0
89390,"alden, new york, usa",34.0
79950,"tempe, arizona, usa",
27871,"grimsby, lincolnshire, united kingdom",32.0
68193,"san antonio, texas, usa",37.0
81317,"vancouver, british columbia, canada",20.0
13223,"urbana, illinois, usa",
26028,"manchester, england, united kingdom",
51953,"plano, texas, usa",
74166,"plymouth, indiana, usa",39.0
78408,"frederick, maryland, usa",
66649,"georgetown, penang, malaysia",13.0
67161,"lünen, nordrhein-westfalen, germany",
60496,"upholland, west lancs, england, united kingdom",50.0
58349,"asheville, north carolina, usa",14.0
60475,"wisconsin rapids, wisconsin, usa",
42803,"medicine lodge, kansas, usa",
43870,"sykesville, maryland, usa",
20005,"warner robins, georgia, usa",
7873,"hershey, pennsylvania, usa",
91485,"manukau, auckland, new zealand",16.0
46355,"london, ontario, canada",
80833,"seattle, washington, usa",
50586,"northwood, middlesex, united kingdom",44.0
87059,"boise, idaho, usa",49.0
25220,"chicago, illinois, usa",30.0
46142,"colorado springs, ,",
47071,"greenfield, massachusetts, usa",
60259,"new york, new york, usa",55.0
5085,"fort pierce, florida, usa",
89839,"madrid, madrid, spain",23.0
1002,"sacramento, california, usa",
8718,"newport, oregon, usa",51.0
91983,"raytown, missouri, usa",23.0
25917,"imperial, missouri, usa",43.0
77590,"la grande, oregon, usa",
79328,"holland, pennsylvania, usa",18.0
19364,"north vancouver, british columbia, canada",
24409,"chardon, ohio, usa",
28768,"vienna, vienna, austria",32.0
80960,"badajoz, extremadura, spain",29.0
54801,"columbia, south carolina, usa",
21012,"mississauga, ontario, canada",25.0
9101,"hinsdale, illinois, usa",
20909,"chicago, illinois, usa",
35516,"gabriola, british columbia, canada",
15023,"haifa, n/a, israel",
19885,"la mesa, california, usa",
42604,"springfield, missouri,",
21421,"wiesbaden, hessen, germany",43.0
14601,"keith, south australia, australia",
40804,"brunswick, victoria, australia",27.0
54034,"hillsborough, new jersey, usa",51.0
4363,"oakland, california, usa",34.0
77944,"tupelo, mississippi, usa",
5166,"lengede, niedersachsen, germany",34.0
59323,"las vegas, nevada, usa",
8757,"hong kong, hong kong, hong kong",
58756,"royal oak, michigan, usa",45.0
14109,"chapel hill, north carolina, usa",
22158,"demmin, mecklenburg-vorpommern, germany",
12647,"berkeley, california, usa",25.0
87555,"london, england, united kingdom",
92006,"berlin, berlin, germany",22.0
36870,"russell, massachusetts, usa",57.0
29873,"napa, california, usa",
50236,"la ronge, saskatchewan, canada",23.0
6356,"biel, bern, switzerland",31.0
68843,"hixson, tennessee, usa",39.0
17747,"neuchâtel, n/a, switzerland",
12118,"lyon, rhône-alpes, france",33.0
50627,"lachine, quebec, canada",36.0
5165,"leesburg, florida, usa",42.0
28455,"vancouver, british columbia, canada",
80958,"fond du lac, wisconsin, usa",
70392,"portland, oregon, usa",
51534,"seattle, washington, usa",
58488,"canton, michigan, usa",33.0
33085,"riverside, illinois, usa",42.0
83322,"auburndale, florida, usa",38.0
29535,"fort worth, texas, usa",39.0
84760,"chery hill, new jersey, usa",49.0
34996,"ronkonkoma, new york, usa",
24151,"traunstein, bayern, germany",
72491,"hallowell, maine, usa",25.0
50483,"bern, bern, switzerland",43.0
72754,"zürich, kanton zürich, switzerland",27.0
46442,"apple valley, minnesota, usa",28.0
28595,"mesa, arizona, usa",17.0
76875,"bamberg, bayern, germany",
87391,"zürich, zürich, switzerland",18.0
85309,"golm, brandenburg,",
82317,"sheffield, sheffield, united kingdom",
8228,"leoben, styria, austria",
4513,"chippenham, england, united kingdom",38.0
30300,"el paso, texas, usa",21.0
89535,"york, north yorkshire, united kingdom",
16299,"san diego, california, usa",30.0
37975,"fremont, california, usa",
25405,"dortmund, nordrhein-westfalen, germany",
57083,"ft. worth, texas, usa",21.0
285,"leraysville, pennsylvania, usa",
45064,"utica, new york, usa",
16254,"bellingham, washington, usa",22.0
13951,"schönenbuch, basel-landschaft, switzerland",38.0
86785,"mansfield, pennsylvania, usa",21.0
32604,"jacksonville, florida, usa",
76988,"leipzig, sachsen, germany",24.0
66177,"aachen, nordrhein-westfalen, germany",29.0
89622,"coralville, iowa, usa",36.0
21439,"makrohori veroias, imathia, greece",30.0
23340,"glendale, arizona, usa",34.0
46012,"wiesbaden, hessen, germany",35.0
21670,"windham, new hampshire, usa",32.0
23836,"st. ingbert, saarland, germany",25.0
8752,"oregon city, oregon, usa",
88034,"salzburg, salzburg, austria",1.0
84824,"austin, texas, usa",27.0
37107,"braunschweig, niedersachsen, germany",
80131,"washington, dc, usa",
56323,"matlock, england, united kingdom",45.0
85209,"brussels, n/a, belgium",43.0
35467,"london, london, united kingdom",30.0
32849,"bloomington, ,",19.0
89670,"kincardine, ontario, canada",
35832,"corner brook, newfoundland, canada",28.0
1298,"charleston, south carolina, usa",27.0
73427,"chicago, illinois, usa",45.0
40132,"la grange, kentucky, usa",44.0
12071,"wichita, kansas, usa",52.0
84477,"milwaukee, wisconsin, usa",20.0
70571,"augsburg, bayern, germany",34.0
79367,"alvin, texas, usa",
75540,"seattle, washington, usa",
25596,"bloomington, indiana, usa",
32088,"palo alto, california, usa",
63294,"krefeld, nordrhein-westfalen, germany",
70418,"oakland, california, usa",
8761,"philadelphia, pennsylvania, usa",
3053,"reno, nevada, usa",53.0
69463,"carlisle, england, united kingdom",54.0
23768,"newport beach, ,",
26786,"freiburg, baden-wuerttemberg, germany",
57778,"northridge, california, usa",35.0
48842,"cincinnati, ,",61.0
56511,"tampa, florida, usa",
34105,"london, london, united kingdom",22.0
62999,"debary, florida, usa",33.0
18777,"pawtucket, rhode island, usa",
37256,"roslin, scotland, united kingdom",43.0
75125,"stuart, florida, usa",
31881,"marysville, washington, usa",
52831,"howell, new jersey, usa",31.0
17400,"victorville, california, usa",32.0
332,"chicago, illinois, usa",
84804,"new york, new york, usa",
7355,"portland, oregon, usa",36.0
45970,"minneapolis, minnesota, usa",24.0
79835,"charlotte, north carolina, usa",
64514,"london, england, united kingdom",24.0
7460,"essen, nordrhein-westfalen, germany",39.0
42401,"philadelphia, pennsylvania, usa",
1456,"alamogordo, new mexico, usa",46.0
67394,"derry, new hampshire, usa",
45883,"torrelodones, madrid, spain",30.0
34427,"berlin, berlin, germany",25.0
28624,"la jolla, california, usa",
66898,"medford, oregon, usa",18.0
12804,"edmonton, alberta, canada",
18650,"phx, arizona, usa",20.0
17471,"edmond, oklahoma, usa",
74333,"ste- genevieve, , canada",
91689,"honolulu, hawaii, usa",22.0
40935,"lincoln, california, usa",47.0
46751,"middletown, connecticut, usa",
91174,"wuppertal, nordrhein-westfalen, germany",39.0
33058,"jacksonville, florida, usa",17.0
47460,"brussel, brabant, belgium",45.0
12187,"los angeles, california, usa",
18434,"seattle, washington, usa",
87157,"mt. vernon, washington, usa",24.0
84696,"n/a, channel islands, guernsey",35.0
52513,"south queensferry, scotland, united kingdom",44.0
4182,"duisburg, nordrhein-westfalen, germany",36.0
34096,"trabuco canyon, california, oman",36.0
72950,"munich, bavaria, germany",
61201,"pittsburgh, pennsylvania, usa",22.0
53682,"melbourne, victoria, australia",27.0
31527,"cottonwood, california, usa",55.0
84359,"manhattan, new york, usa",27.0
76541,"san francisco, california, usa",
81728,"magdeburg, sachsen-anhalt, germany",21.0
75851,"magdeburg, sachsen-anhalt, germany",23.0
60041,"pittsburgh, pennsylvania, usa",
77271,"wiesbaden, hessen, germany",25.0
25016,"columbus, ohio, usa",20.0
14118,"plano, texas, usa",
61802,"san francisco, california, usa",48.0
78583,"cork, munster, ireland",25.0
45820,"surrey, british columbia, canada",27.0
40044,"mclean, virginia, usa",60.0
23054,"fukuoka city, fukuoka ken, japan",
79141,"ferguson, missouri, usa",
31762,"vancouver, british columbia, canada",29.0
89327,"skye, victoria, australia",38.0
6161,"bellevue, washington, usa",21.0
25843,"bertrange, bertrange, luxembourg",
69330,"sugar land, texas, usa",35.0
87621,"stamford, new york, usa",38.0
71509,"newark, california, usa",
67348,"venezia, veneto, italy",
19375,"st.johns, newfoundland, canada",18.0
78045,"carlsbad, california, usa",37.0
31705,"nanaimo, british columbia, canada",19.0
2751,"houston, texas, usa",34.0
86176,"ellensburg, washington, usa",42.0
30990,"bochum, nordrhein-westfalen, germany",39.0
65093,"point pleasant beach, new jersey, usa",
61787,"wichita, kansas, usa",35.0
33452,"elmhurst, illinois, usa",33.0
92084,"aurora, ontario, canada",32.0
45095,"montello, wisconsin, usa",39.0
73265,"san francisco, california, usa",49.0
54362,"nashua, new hampshire, usa",52.0
66259,"kyllburg, rheinland pfalz, germany",
50404,"ottawa, ontario, canada",
2711,"redwood city, california, usa",
20289,"wilmington, north carolina, usa",35.0
40233,"blair, nebraska, usa",33.0
62448,"lorain, ohio, usa",19.0
21460,"utrecht, utrecht, netherlands",34.0
1896,"rayland, ohio, usa",
76859,"fairfax, virginia, usa",
31332,"freiburg, baden-wuerttemberg, germany",
35634,"sidney, british columbia, canada",
37582,"ottawa, ontario, canada",
13055,"sacramento, california, usa",
44207,"linton, indiana, usa",36.0
84251,"breezewood, pennsylvania, usa",
612,"coconut creek, florida, usa",
21605,"el cajon, california, usa",
5570,"sylvester, georgia, usa",
41155,"alexandria, virginia, usa",35.0
59028,"muscatine, iowa, usa",
76182,"powell, tennessee, usa",51.0
63129,"clio, michigan, usa",
54527,"birmingham, england, united kingdom",51.0
38890,"bromley, england, united kingdom",34.0
27147,"russellville, arkansas, usa",
47915,"münchen, bayern, germany",34.0
5326,"ascot, queensland, australia",23.0
19140,"cologne, nrw, germany",
84062,"marquette, michigan, usa",49.0
52430,"point clear, alabama, usa",
90051,"kitchener, ontario,",33.0
88468,"new haven, connecticut, usa",
86194,"pyrmont, new south wales, australia",24.0
64691,"san mateo, california, usa",48.0
45470,"chicago, illinois, usa",33.0
63469,"los angeles, california, usa",
50994,"perth, western australia, australia",24.0
80806,"richmond, british columbia, canada",27.0
36415,"genova, liguria, italy",33.0
91765,"houston, texas, usa",35.0
43430,"eugene, oregon, usa",34.0
28925,"stillwater, oklahoma, usa",29.0
41596,"petersfield, england, united kingdom",37.0
5002,"gaylordsville, connecticut, usa",58.0
74883,"washington, dc, usa",32.0
42503,"berkley, michigan, usa",41.0
77470,"wetzlar, hessen, germany",31.0
18303,"chicago, illinois, usa",
67079,"clearwater, kansas, usa",
39563,"belo horizonte, minas gerais, brazil",53.0
60114,"university park, pennsylvania, usa",
7218,"liege, liege, belgium",31.0
72026,"sioux city, iowa, usa",49.0
63478,"comanche, texas, usa",
51179,"fredericksburg, ohio, usa",
42052,"brooklyn park, minnesota, usa",42.0
54169,"zürich, zurich, switzerland",39.0
66413,"eastampton, new jersey, usa",53.0
68135,"fredericton, new brunswick, canada",53.0
69938,"charlotte, north carolina, usa",35.0
72038,"louisville, kentucky, usa",29.0
32101,"geneva, genève, switzerland",37.0
22052,"limours, ile-de-france, france",17.0
84835,"winnipeg, manitoba, canada",25.0
72546,"orleans,ottawa, ontario, canada",
40412,"rockaway park new york, new york, usa",
9607,"elgin, illinois, usa",
24344,"columbus, ohio, usa",
30138,"lincoln, rhode island, usa",44.0
40010,"harrison, ohio, usa",
7361,"grand falls/windsor, newfoundland, canada",
60919,"antrim, new hampshire, usa",51.0
40886,"ransomville, new york, usa",37.0
6573,"las vegas, nevada, usa",58.0
4109,"troy, missouri, usa",16.0
63963,"portland, oregon,",
81556,"gulfport, mississippi, usa",53.0
56599,"portland, oregon, usa",32.0
63721,"ottawa, ontario, canada",35.0
77242,"los angeles, california, usa",
62846,"malone, washington, usa",55.0
16017,"st.john`s, , canada",15.0
89792,"fonthill, ontario, canada",50.0
38882,"fort mcmurray, alberta, canada",28.0
42121,"somerville, massachusetts, usa",
5990,"tigard, oregon, usa",
49027,"tustin, california, usa",
52779,"victoria, british columbia, canada",
24797,"douglasville, georgia, usa",
64970,"la crescenta, california, usa",45.0
23135,"newark, california, usa",
67456,"jacksonville, florida, usa",
62001,"london, ontario, canada",
57050,"redhill, england, united kingdom",
12216,"napa, california, usa",14.0
41717,"cupertino, california, usa",61.0
13634,"san antonio, texas, usa",
40735,"salisbury north, south australia, australia",39.0
20531,"sevilla, sevilla, spain",26.0
83085,"cologne, nordrhein-westfalen, germany",20.0
46736,"san diego, california, usa",
37005,"roswell, georgia, usa",39.0
69775,"doylestown, pennsylvania, usa",
50114,"ulsan, south gyeongsang, south korea",23.0
7362,"westfield, new jersey, usa",40.0
56506,"trenton, new jersey,",22.0
2052,"toronto, ontario, canada",19.0
59343,"champaign, illinois, usa",19.0
35008,"montreal, quebec, canada",
91336,"dunedin, otago, new zealand",
12368,"charlottesville, virginia, usa",
42895,"calgary, ,",27.0
24715,"parksville, british columbia, canada",
63706,"baltimore, maryland, usa",34.0
64730,"muskegon, michigan, usa",
65088,"des plaines, illinois, usa",
1019,"san antonio, texas, usa",
54965,"burlington, vermont, usa",
8364,"cincinnati, ohio, usa",26.0
27594,"melzo, lombardia, italy",28.0
8693,"burgos, burgos, spain",46.0
13304,"santa rosa, california, usa",
37704,"fayetteville, north carolina, usa",
14397,"luzern, luzern, switzerland",45.0
13811,"dallas, texas, usa",38.0
50781,"san diego, california, usa",
51788,"rebecq, wallonia, belgium",
42359,"charlottesville, virginia, usa",36.0
56439,"williamsport, ,",
51397,"chicago, illinois, usa",47.0
51192,"richmond, kentucky, usa",
1609,"erial, new jersey, usa",
89755,"cheyenne, wyoming, usa",24.0
87132,"partington, manchester, united kingdom",29.0
55302,"cleveland, ohio, usa",
17781,"valencia, valencia, spain",35.0
30198,"huntington, new york, usa",58.0
63421,"miami, florida, usa",35.0
15200,"villa di serio  (bg), lombardia, italy",
72726,"london, england, united kingdom",35.0
81964,"madrid, madrid, spain",29.0
82830,"scottsdale, arizona, usa",52.0
45401,"houston, texas, usa",41.0
20637,"halifax, nova scotia, canada",27.0
74862,"goderich, ontario, canada",34.0
55511,"council bluffs, iowa, usa",18.0
3662,"lubbock, texas, usa",34.0
69997,"birmingham, west midlands, united kingdom",18.0
28211,"seattle, washington, usa",13.0
65042,"atlanta, georgia, usa",52.0
56444,"málaga, málaga, spain",23.0
85435,"buenos aires, capital federal, argentina",30.0
89459,"asheville, north carolina, usa",
48788,"kuala lumpur, kuala lumpur, malaysia",
51172,"roma, lazio, italy",40.0
83460,"milano, lombardia, italy",
63621,"zaragoza, aragon, spain",28.0
5341,"roethenbach, bayern, germany",31.0
73188,"lenggries, bavaria, germany",
80043,"miengo, cantabria, spain",19.0
47549,"salt spring island, british columbia, canada",
14256,"dallas, texas, usa",
80786,"clovis, new mexico, usa",34.0
8842,"toronto, ontario, canada",24.0
66951,"toronto, ontario, canada",23.0
90778,"paris, paris, france",31.0
16852,"bermeo, bizkaia,",28.0
19931,"levallois, n/a, france",26.0
56341,"albuquerque, new mexico, usa",16.0
31139,"greer, south carolina, usa",
65119,"kentwood, michigan, usa",
19899,"seattle, washington, usa",35.0
78885,"reading, berks, england, united kingdom",
4150,"dallas, texas, usa",
33382,"granite city, illinois, usa",
87973,"kirkwood, missouri, usa",
14937,"braunschweig, niedersachsen, germany",29.0
31314,"imperial, california, usa",15.0
55681,"plainfield, illinois, usa",41.0
73791,"ellijay, georgia, usa",42.0
19111,"evanston, illinois, usa",56.0
29444,"denver, colorado, usa",49.0
71728,"klang, kota raja, malaysia",24.0
80312,"garden city, michigan, usa",50.0
29422,"tampa, florida, usa",23.0
5272,"silver spring, maryland, usa",43.0
44073,"auckland, n/a, new zealand",27.0
73010,"concord, new hampshire, usa",61.0
79457,"reigate, surrey, united kingdom",
87551,"málaga, málaga, spain",24.0
37699,"webster, new york, usa",
65018,"yuba city, ca, california, usa",
66931,"sydney, new south wales, australia",16.0
32127,"lexington, massachusetts, usa",14.0
17365,"ny, new york, usa",
85084,"kalamazoo, michigan, usa",44.0
80180,"natick, massachusetts, usa",
85174,"roselle, illinois, usa",57.0
84999,"victoria, british columbia, canada",
13182,"saint louis, missouri, usa",42.0
19854,"broomfield, colorado, usa",46.0
87449,"bayside, new york, usa",
23346,"cincinnati, ohio, usa",31.0
10917,"st. louis, missouri, usa",67.0
83307,"salisbury, missouri, usa",36.0
3059,"stuttgart/esslingen, baden-wuerttemberg, germany",32.0
28704,"calgary, alberta, canada",55.0
5537,"truckee, california, usa",35.0
22215,"fairport, new york, usa",
2,"juneau, alaska, usa",31.0
24418,"saint-nicolas, quebec, canada",33.0
25374,"milledgeville, georgia, usa",38.0
84978,"north hollywood, california, usa",
65001,"santa monica, california, usa",45.0
37894,"lathrop, california, usa",
39249,"detroit, michigan, usa",48.0
19092,"sherwood, oregon, usa",34.0
53041,"portland, oregon, usa",31.0
22336,"san antonio, texas, usa",
72734,"ottawa, ontario, canada",32.0
42979,"parkersburg, west virginia, usa",38.0
46468,"bryant, arkansas, usa",
16738,"las vegas, nevada, usa",
45006,"kansas city, missouri, usa",45.0
56556,"loveland, colorado, usa",
12023,"the woodlands, texas, usa",
53498,"indianapolis, indiana, usa",52.0
7708,"aurora, ontario, canada",
28449,"sarver, pennsylvania, usa",
35082,"san jose, california, usa",46.0
90505,"amsterdam, amsterdam, netherlands",25.0
43912,"london, ontario, canada",
48030,"shortsville, new york, usa",
19414,"placerville, california, usa",38.0
54649,"dunedin, otago, new zealand",
60563,"browerville, mississippi, usa",40.0
14044,"tucson, arizona, usa",
58474,"brantford, ontario, canada",41.0
52872,"rootstown, ohio, usa",
35848,"apo, ae, germany",29.0
86722,"waterville, maine, usa",39.0
90747,"casper, wyoming, usa",47.0
25658,"douglasville, georgia, usa",33.0
16873,"orlando, florida, usa",39.0
3005,"elfrida, arizona, usa",
54260,"mokena, illinois, usa",
4876,"lynnwood, washington, usa",
54161,"brookline, massachusetts, usa",49.0
27449,"chicago, illinois, usa",44.0
67050,"hailey, idaho, usa",46.0
36232,"campbell river, british columbia, canada",59.0
91762,"st. paul, minnesota, usa",
74436,"annandale, virginia, usa",54.0
35525,"amarillo, texas, usa",
20476,"milwaukie, oregon, usa",
49130,"hamilton, new york, usa",
145,"plant city, florida, usa",
7413,"rostock, mecklenburg-vorpommern, germany",22.0
85053,"san diego, california, usa",25.0
24455,"toronto, ontario, canada",40.0
12826,"fermo (ascoli piceno), marche, italy",
65689,"olympia, washington, usa",
5817,"portland, oregon, usa",37.0
36682,"orlando, florida, usa",20.0
88337,"cardiff, wales, united kingdom",
59166,"fayetteville, north carolina, usa",38.0
37396,"pendleton, south carolina, usa",33.0
46943,"vancouver, british columbia, canada",45.0
39778,"hanahan, ,",36.0
60806,"west lafayette, indiana, usa",27.0
70818,"toronto, ontario, canada",
83881,"culver, oregon, usa",
10391,"st louis, missouri, usa",
22744,"someplace outback, victoria, australia",35.0
51983,"pueblo west, colorado, usa",
66408,"chicago, illinois, usa",
7170,"fredericton, new brunswick, canada",
76149,"providence, rhode island, usa",
88488,"montreal, quebec, canada",
15020,"maple heights, ohio, usa",21.0
67565,"concordia, missouri, usa",43.0
78106,"demotte, indiana, usa",
22626,"hollywood, california, usa",36.0
26312,"midland, michigan, usa",22.0
26713,"poway, california, usa",
88548,"clarkston, michigan, usa",43.0
6257,"iowa city, iowa, usa",27.0
60979,"delaware water gap, pennsylvania, usa",16.0
27811,"prince george, british columbia, canada",35.0
28324,"central sq., new york, usa",
69045,"astoria, new york, usa",25.0
12247,"midland, texas, usa",
58271,"interlaken, bern, switzerland",
67324,"calgary, alberta, canada",
3552,"toronto, ontario, canada",
62216,"cincinnati, ohio, usa",44.0
33562,"wahiawa, hawaii, usa",39.0
13316,"covington, kentucky, usa",35.0
56945,"dallas, georgia, usa",46.0
61416,"grove city, ohio, usa",
68638,"roma, ,",31.0
60611,"torino, piemonte,",
49729,"san rafael, california, usa",16.0
64921,"charlotte, north carolina, usa",42.0
64385,"palma de mallorca, sicilia, spain",28.0
74517,"yorktown heights, new york, usa",41.0
4832,"genova, liguria, italy",41.0
6891,"new york, new york, usa",
19151,"milano, lombardia, italy",
73496,"houston, texas, usa",42.0
67063,"patchogue, new york, usa",20.0
42150,"oakland, california, usa",29.0
27854,"padova, pd, italy",30.0
51404,"sellersville, pennsylvania, usa",
39100,"hot springs, arkansas, usa",34.0
11986,"portland, oregon, usa",
73001,"seaside, california, usa",
13371,"edinburgh, scotland, united kingdom",
38854,"staten island, ,",31.0
23088,"st. louis, missouri, usa",
36087,"amarillo, texas, usa",31.0
74505,"london, muswell hill, united kingdom",36.0
85722,"köln, nordrhein-westfalen, germany",35.0
39679,"fridley, minnesota, usa",27.0
30104,"burnaby, ,",
78366,"santa clara, california, usa",28.0
